"ID","MEMBER_ID","MAIL_ID"
"1","13","1"
"2","13","2"
"3","13","3"
"4","13","4"
"5","15","4"
"6","13","5"
"7","15","5"
"8","13","6"
"9","13","7"
"10","15","7"
"11","13","8"
"12","15","8"
"13","13","9"
"14","15","9"
"15","1","10"
"16","2","10"
"17","3","10"
"18","15","10"
"19","20","10"
"20","22","10"
"21","15","11"
"22","15","12"
"23","15","13"
"24","14","14"
"25","15","15"
"26","31","16"
"27","2","17"
"28","32","17"
"29","5","17"
"30","31","17"
"31","33","17"
"32","16","17"
"33","12","17"
"34","2","18"
"35","32","18"
"36","5","18"
"37","31","18"
"38","33","18"
"39","16","18"
"40","12","18"
"41","2","18"
"42","5","18"
"43","28","18"
"44","2","19"
"45","32","19"
"46","5","19"
"47","31","19"
"48","33","19"
"49","16","19"
"50","12","19"
"51","2","19"
"52","5","19"
"53","28","19"
"54","2","19"
"55","32","19"
"56","16","19"
"57","12","19"
"58","2","20"
"59","5","20"
"60","31","20"
"61","35","20"
"62","34","20"
"63","16","20"
"64","12","20"
"65","2","21"
"66","5","21"
"67","31","21"
"68","35","21"
"69","34","21"
"70","16","21"
"71","12","21"
"72","2","21"
"73","5","21"
"74","35","21"
"75","2","22"
"76","5","22"
"77","31","22"
"78","35","22"
"79","34","22"
"80","16","22"
"81","12","22"
"82","2","22"
"83","5","22"
"84","35","22"
"85","2","22"
"86","16","22"
"87","12","22"
"88","2","23"
"89","5","23"
"90","31","23"
"91","35","23"
"92","34","23"
"93","16","23"
"94","12","23"
"95","2","23"
"96","5","23"
"97","35","23"
"98","28","23"
"99","2","23"
"100","16","23"
"101","12","23"
"102","2","23"
"103","5","23"
"104","31","23"
"105","35","23"
"106","34","23"
"107","16","23"
"108","12","23"
"109","2","24"
"110","5","24"
"111","31","24"
"112","35","24"
"113","34","24"
"114","16","24"
"115","12","24"
"116","2","24"
"117","5","24"
"118","35","24"
"119","28","24"
"120","2","24"
"121","16","24"
"122","12","24"
"123","2","24"
"124","5","24"
"125","31","24"
"126","35","24"
"127","34","24"
"128","16","24"
"129","12","24"
"130","2","24"
"131","5","24"
"132","35","24"
"133","2","25"
"134","5","25"
"135","31","25"
"136","35","25"
"137","34","25"
"138","16","25"
"139","12","25"
"140","2","25"
"141","5","25"
"142","35","25"
"143","28","25"
"144","2","25"
"145","16","25"
"146","12","25"
"147","2","25"
"148","5","25"
"149","31","25"
"150","35","25"
"151","34","25"
"152","16","25"
"153","12","25"
"154","2","25"
"155","5","25"
"156","35","25"
"157","2","25"
"158","16","25"
"159","12","25"
"164","2","27"
"165","5","27"
"166","12","27"
"167","16","27"
"168","28","27"
"169","31","27"
"170","34","27"
"171","35","27"
"172","38","27"
"173","2","28"
"174","5","28"
"175","12","28"
"176","16","28"
"177","28","28"
"178","31","28"
"179","34","28"
"180","35","28"
"181","38","28"
"182","28","29"
"183","34","29"
"184","35","29"
"185","38","29"
"186","28","30"
"187","34","30"
"188","35","30"
"189","38","30"
"190","28","31"
"191","34","31"
"192","35","31"
"193","38","31"
"194","28","32"
"195","34","32"
"196","35","32"
"197","38","32"
"198","28","33"
"199","34","33"
"200","35","33"
"201","38","33"
"202","28","34"
"203","34","34"
"204","35","34"
"205","38","34"
"206","2","35"
"207","34","36"
"208","5","36"
"209","41","36"
"210","12","36"
"211","44","36"
"212","31","36"
"213","34","37"
"214","5","37"
"215","41","37"
"216","12","37"
"217","44","37"
"218","31","37"
"219","34","38"
"220","5","38"
"221","41","38"
"222","12","38"
"223","44","38"
"224","31","38"
"225","34","39"
"226","5","39"
"227","41","39"
"228","12","39"
"229","44","39"
"230","31","39"
"231","41","26"
"232","34","41"
"233","5","41"
"234","41","41"
"235","12","41"
"236","44","41"
"237","31","41"
"238","40","42"
"239","41","42"
"240","2","43"
"241","5","43"
"242","12","43"
"243","16","43"
"244","28","43"
"245","31","43"
"246","34","43"
"247","35","43"
"248","38","43"
"249","39","43"
"250","40","43"
"251","41","43"
"252","42","43"
"253","44","43"
"254","2","44"
"255","5","44"
"256","12","44"
"257","16","44"
"258","28","44"
"259","31","44"
"260","34","44"
"261","35","44"
"262","38","44"
"263","39","44"
"264","40","44"
"265","41","44"
"266","42","44"
"267","44","44"
"268","2","44"
"269","5","44"
"270","12","44"
"271","16","44"
"272","28","44"
"273","31","44"
"274","34","44"
"275","35","44"
"276","38","44"
"277","39","44"
"278","40","44"
"279","41","44"
"280","42","44"
"281","44","44"
"282","2","45"
"283","5","45"
"284","12","45"
"285","16","45"
"286","28","45"
"287","31","45"
"288","34","45"
"289","35","45"
"290","38","45"
"291","39","45"
"292","40","45"
"293","41","45"
"294","42","45"
"295","44","45"
"296","2","46"
"297","5","46"
"298","12","46"
"299","16","46"
"300","28","46"
"301","31","46"
"302","34","46"
"303","35","46"
"304","38","46"
"305","39","46"
"306","40","46"
"307","41","46"
"308","42","46"
"309","44","46"
"310","2","46"
"311","5","46"
"312","12","46"
"313","16","46"
"314","28","46"
"315","31","46"
"316","34","46"
"317","35","46"
"318","38","46"
"319","39","46"
"320","40","46"
"321","41","46"
"322","42","46"
"323","44","46"
"324","2","47"
"325","5","47"
"326","12","47"
"327","16","47"
"328","28","47"
"329","31","47"
"330","34","47"
"331","35","47"
"332","38","47"
"333","39","47"
"334","40","47"
"335","41","47"
"336","42","47"
"337","44","47"
"338","2","47"
"339","5","47"
"340","12","47"
"341","16","47"
"342","28","47"
"343","31","47"
"344","34","47"
"345","35","47"
"346","38","47"
"347","39","47"
"348","40","47"
"349","41","47"
"350","42","47"
"351","44","47"
"352","2","47"
"353","5","47"
"354","12","47"
"355","16","47"
"356","28","47"
"357","31","47"
"358","34","47"
"359","35","47"
"360","38","47"
"361","39","47"
"362","40","47"
"363","41","47"
"364","42","47"
"365","44","47"
"366","2","48"
"367","5","48"
"368","12","48"
"369","16","48"
"370","28","48"
"371","31","48"
"372","34","48"
"373","35","48"
"374","38","48"
"375","39","48"
"376","40","48"
"377","41","48"
"378","42","48"
"379","44","48"
"380","2","48"
"381","5","48"
"382","12","48"
"383","16","48"
"384","28","48"
"385","31","48"
"386","34","48"
"387","35","48"
"388","38","48"
"389","39","48"
"390","40","48"
"391","41","48"
"392","42","48"
"393","44","48"
"394","2","48"
"395","5","48"
"396","12","48"
"397","16","48"
"398","28","48"
"399","31","48"
"400","34","48"
"401","35","48"
"402","38","48"
"403","39","48"
"404","40","48"
"405","41","48"
"406","42","48"
"407","44","48"
"408","2","48"
"409","5","48"
"410","12","48"
"411","16","48"
"412","28","48"
"413","31","48"
"414","34","48"
"415","35","48"
"416","38","48"
"417","39","48"
"418","40","48"
"419","41","48"
"420","42","48"
"421","44","48"
"422","2","49"
"423","5","49"
"424","12","49"
"425","16","49"
"426","28","49"
"427","31","49"
"428","34","49"
"429","35","49"
"430","38","49"
"431","39","49"
"432","40","49"
"433","41","49"
"434","42","49"
"435","44","49"
"436","2","49"
"437","5","49"
"438","12","49"
"439","16","49"
"440","28","49"
"441","31","49"
"442","34","49"
"443","35","49"
"444","38","49"
"445","39","49"
"446","40","49"
"447","41","49"
"448","42","49"
"449","44","49"
"450","2","49"
"451","5","49"
"452","12","49"
"453","16","49"
"454","28","49"
"455","31","49"
"456","34","49"
"457","35","49"
"458","38","49"
"459","39","49"
"460","40","49"
"461","41","49"
"462","42","49"
"463","44","49"
"464","2","49"
"465","5","49"
"466","12","49"
"467","16","49"
"468","28","49"
"469","31","49"
"470","34","49"
"471","35","49"
"472","38","49"
"473","39","49"
"474","40","49"
"475","41","49"
"476","42","49"
"477","44","49"
"478","2","49"
"479","5","49"
"480","12","49"
"481","16","49"
"482","28","49"
"483","31","49"
"484","34","49"
"485","35","49"
"486","38","49"
"487","39","49"
"488","40","49"
"489","41","49"
"490","42","49"
"491","44","49"
"492","2","50"
"493","5","50"
"494","12","50"
"495","16","50"
"496","28","50"
"497","31","50"
"498","34","50"
"499","35","50"
"500","38","50"
"501","39","50"
"502","40","50"
"503","41","50"
"504","42","50"
"505","44","50"
"506","2","50"
"507","5","50"
"508","12","50"
"509","16","50"
"510","28","50"
"511","31","50"
"512","34","50"
"513","35","50"
"514","38","50"
"515","39","50"
"516","40","50"
"517","41","50"
"518","42","50"
"519","44","50"
"520","2","50"
"521","5","50"
"522","12","50"
"523","16","50"
"524","28","50"
"525","31","50"
"526","34","50"
"527","35","50"
"528","38","50"
"529","39","50"
"530","40","50"
"531","41","50"
"532","42","50"
"533","44","50"
"534","2","50"
"535","5","50"
"536","12","50"
"537","16","50"
"538","28","50"
"539","31","50"
"540","34","50"
"541","35","50"
"542","38","50"
"543","39","50"
"544","40","50"
"545","41","50"
"546","42","50"
"547","44","50"
"548","2","50"
"549","5","50"
"550","12","50"
"551","16","50"
"552","28","50"
"553","31","50"
"554","34","50"
"555","35","50"
"556","38","50"
"557","39","50"
"558","40","50"
"559","41","50"
"560","42","50"
"561","44","50"
"562","2","50"
"563","5","50"
"564","12","50"
"565","16","50"
"566","28","50"
"567","31","50"
"568","34","50"
"569","35","50"
"570","38","50"
"571","39","50"
"572","40","50"
"573","41","50"
"574","42","50"
"575","44","50"
"576","2","51"
"577","5","51"
"578","12","51"
"579","16","51"
"580","28","51"
"581","31","51"
"582","34","51"
"583","35","51"
"584","38","51"
"585","39","51"
"586","40","51"
"587","41","51"
"588","42","51"
"589","44","51"
"590","2","51"
"591","5","51"
"592","12","51"
"593","16","51"
"594","28","51"
"595","31","51"
"596","34","51"
"597","35","51"
"598","38","51"
"599","39","51"
"600","40","51"
"601","41","51"
"602","42","51"
"603","44","51"
"604","2","51"
"605","5","51"
"606","12","51"
"607","16","51"
"608","28","51"
"609","31","51"
"610","34","51"
"611","35","51"
"612","38","51"
"613","39","51"
"614","40","51"
"615","41","51"
"616","42","51"
"617","44","51"
"618","2","51"
"619","5","51"
"620","12","51"
"621","16","51"
"622","28","51"
"623","31","51"
"624","34","51"
"625","35","51"
"626","38","51"
"627","39","51"
"628","40","51"
"629","41","51"
"630","42","51"
"631","44","51"
"632","2","51"
"633","5","51"
"634","12","51"
"635","16","51"
"636","28","51"
"637","31","51"
"638","34","51"
"639","35","51"
"640","38","51"
"641","39","51"
"642","40","51"
"643","41","51"
"644","42","51"
"645","44","51"
"646","2","51"
"647","5","51"
"648","12","51"
"649","16","51"
"650","28","51"
"651","31","51"
"652","34","51"
"653","35","51"
"654","38","51"
"655","39","51"
"656","40","51"
"657","41","51"
"658","42","51"
"659","44","51"
"660","2","51"
"661","5","51"
"662","12","51"
"663","16","51"
"664","28","51"
"665","31","51"
"666","34","51"
"667","35","51"
"668","38","51"
"669","39","51"
"670","40","51"
"671","41","51"
"672","42","51"
"673","44","51"
"674","2","52"
"675","5","52"
"676","12","52"
"677","16","52"
"678","28","52"
"679","31","52"
"680","34","52"
"681","35","52"
"682","38","52"
"683","39","52"
"684","40","52"
"685","41","52"
"686","42","52"
"687","44","52"
"688","2","52"
"689","5","52"
"690","12","52"
"691","16","52"
"692","28","52"
"693","31","52"
"694","34","52"
"695","35","52"
"696","38","52"
"697","39","52"
"698","40","52"
"699","41","52"
"700","42","52"
"701","44","52"
"702","2","52"
"703","5","52"
"704","12","52"
"705","16","52"
"706","28","52"
"707","31","52"
"708","34","52"
"709","35","52"
"710","38","52"
"711","39","52"
"712","40","52"
"713","41","52"
"714","42","52"
"715","44","52"
"716","2","52"
"717","5","52"
"718","12","52"
"719","16","52"
"720","28","52"
"721","31","52"
"722","34","52"
"723","35","52"
"724","38","52"
"725","39","52"
"726","40","52"
"727","41","52"
"728","42","52"
"729","44","52"
"730","2","52"
"731","5","52"
"732","12","52"
"733","16","52"
"734","28","52"
"735","31","52"
"736","34","52"
"737","35","52"
"738","38","52"
"739","39","52"
"740","40","52"
"741","41","52"
"742","42","52"
"743","44","52"
"744","2","52"
"745","5","52"
"746","12","52"
"747","16","52"
"748","28","52"
"749","31","52"
"750","34","52"
"751","35","52"
"752","38","52"
"753","39","52"
"754","40","52"
"755","41","52"
"756","42","52"
"757","44","52"
"758","2","52"
"759","5","52"
"760","12","52"
"761","16","52"
"762","28","52"
"763","31","52"
"764","34","52"
"765","35","52"
"766","38","52"
"767","39","52"
"768","40","52"
"769","41","52"
"770","42","52"
"771","44","52"
"772","2","52"
"773","5","52"
"774","12","52"
"775","16","52"
"776","28","52"
"777","31","52"
"778","34","52"
"779","35","52"
"780","38","52"
"781","39","52"
"782","40","52"
"783","41","52"
"784","42","52"
"785","44","52"
"786","2","53"
"787","5","53"
"788","12","53"
"789","16","53"
"790","28","53"
"791","31","53"
"792","34","53"
"793","35","53"
"794","38","53"
"795","39","53"
"796","40","53"
"797","41","53"
"798","42","53"
"799","44","53"
"800","2","54"
"801","5","54"
"802","12","54"
"803","16","54"
"804","28","54"
"805","31","54"
"806","34","54"
"807","35","54"
"808","38","54"
"809","39","54"
"810","40","54"
"811","41","54"
"812","42","54"
"813","44","54"
"814","2","54"
"815","5","54"
"816","12","54"
"817","16","54"
"818","28","54"
"819","31","54"
"820","34","54"
"821","35","54"
"822","38","54"
"823","39","54"
"824","40","54"
"825","41","54"
"826","42","54"
"827","44","54"
"828","2","55"
"829","5","55"
"830","12","55"
"831","16","55"
"832","28","55"
"833","31","55"
"834","34","55"
"835","35","55"
"836","38","55"
"837","39","55"
"838","40","55"
"839","41","55"
"840","42","55"
"841","44","55"
"842","2","55"
"843","5","55"
"844","12","55"
"845","16","55"
"846","28","55"
"847","31","55"
"848","34","55"
"849","35","55"
"850","38","55"
"851","39","55"
"852","40","55"
"853","41","55"
"854","42","55"
"855","44","55"
"856","2","55"
"857","5","55"
"858","12","55"
"859","16","55"
"860","28","55"
"861","31","55"
"862","34","55"
"863","35","55"
"864","38","55"
"865","39","55"
"866","40","55"
"867","41","55"
"868","42","55"
"869","44","55"
"870","2","56"
"871","5","56"
"872","12","56"
"873","16","56"
"874","28","56"
"875","31","56"
"876","34","56"
"877","35","56"
"878","38","56"
"879","39","56"
"880","40","56"
"881","41","56"
"882","42","56"
"883","44","56"
"884","2","56"
"885","5","56"
"886","12","56"
"887","16","56"
"888","28","56"
"889","31","56"
"890","34","56"
"891","35","56"
"892","38","56"
"893","39","56"
"894","40","56"
"895","41","56"
"896","42","56"
"897","44","56"
"898","2","56"
"899","5","56"
"900","12","56"
"901","16","56"
"902","28","56"
"903","31","56"
"904","34","56"
"905","35","56"
"906","38","56"
"907","39","56"
"908","40","56"
"909","41","56"
"910","42","56"
"911","44","56"
"912","2","56"
"913","5","56"
"914","12","56"
"915","16","56"
"916","28","56"
"917","31","56"
"918","34","56"
"919","35","56"
"920","38","56"
"921","39","56"
"922","40","56"
"923","41","56"
"924","42","56"
"925","44","56"
"926","2","57"
"927","5","57"
"928","12","57"
"929","16","57"
"930","28","57"
"931","31","57"
"932","34","57"
"933","35","57"
"934","38","57"
"935","39","57"
"936","40","57"
"937","41","57"
"938","42","57"
"939","44","57"
"940","2","58"
"941","5","58"
"942","12","58"
"943","16","58"
"944","28","58"
"945","31","58"
"946","34","58"
"947","35","58"
"948","38","58"
"949","39","58"
"950","40","58"
"951","41","58"
"952","42","58"
"953","44","58"
"954","34","59"
"955","5","59"
"956","12","59"
"957","31","59"
"958","34","2"
"959","12","2"
"960","5","2"
"961","31","2"
